iter	RMSE
451	17.27755397
452	17.277506
453	17.27743919
454	17.2774134
455	17.2774047
456	17.27726537
457	17.27725441
458	17.27723903
459	17.2772343
460	17.27722221
461	17.27721641
462	17.27719814
463	17.27713651
464	17.27713267
465	17.27705819
466	17.27702272
467	17.27701291
468	17.27695413
469	17.2769387
470	17.27689602
471	17.27686491
472	17.27685901
473	17.27684232
474	17.27683877
475	17.27682001
476	17.27678004
477	17.27675048
478	17.27674787
479	17.27667851
480	17.27661956
481	17.27660707
482	17.27655222
483	17.27654371
484	17.27648068
485	17.27646124
486	17.27640447
487	17.27639262
488	17.2763815
489	17.27636955
490	17.27628347
491	17.27626979
492	17.27626126
493	17.27624506
494	17.276243
495	17.2762379
496	17.27618844
497	17.27615665
498	17.27611893
499	17.2760532
500	17.27605102
501	17.27604426
502	17.27599809
503	17.27599293
504	17.27597814
505	17.27596372
506	17.2759466
507	17.27590145
508	17.27589056
509	17.27586567
510	17.27583324
511	17.27578951
512	17.27578646
513	17.27576522
514	17.27575358
515	17.2757341
516	17.27569438
517	17.27568966
518	17.27568784
519	17.27566776
520	17.27563942
521	17.27561957
522	17.27561841
523	17.27558258
524	17.27557575
525	17.27554897
526	17.27554108
527	17.27551837
528	17.27549173
529	17.2754877
530	17.27548504
531	17.27546036
532	17.27545475
533	17.27543739
534	17.27543296
535	17.27541123
536	17.27534617
537	17.27533375
538	17.27530787
539	17.27528925
540	17.27528749
541	17.27526165
542	17.27520835
543	17.27518853
544	17.2751841
545	17.27517564
546	17.27516285
547	17.27515346
548	17.27513193
549	17.27513017
550	17.27511651
551	17.27510357
552	17.2750566
553	17.27503476
554	17.2750308
555	17.27497509
556	17.27496611
557	17.27494653
558	17.27494267
559	17.27492397
560	17.27490356
561	17.27487028
562	17.27485653
563	17.27484261
564	17.27483805
565	17.27483069
566	17.27482029
567	17.27481805
568	17.2747977
569	17.27476322
570	17.27470842
571	17.2746838
572	17.27465374
573	17.27464888
574	17.27464436
575	17.27460593
576	17.2745872
577	17.27456025
578	17.27453888
579	17.27445424
580	17.27445211
581	17.27443918
582	17.27441406
583	17.27438974
584	17.27435684
585	17.27434306
586	17.27431619
587	17.27427594
588	17.27426844
589	17.27425087
590	17.27423409
591	17.27420519
592	17.27419018
593	17.2741635
594	17.27413378
595	17.27411956
596	17.27411201
597	17.27403612
598	17.27403053
599	17.2740098
600	17.27398754
601	17.27397913
602	17.27397359
603	17.27396402
604	17.27395295
605	17.27394912
606	17.27393602
607	17.27393553
608	17.27385519
609	17.27384624
610	17.27383283
611	17.27382808
612	17.27382116
613	17.27379395
614	17.27378217
615	17.27378118
616	17.27374701
617	17.27373602
618	17.27369457
619	17.27368046
620	17.27366925
621	17.27366903
622	17.27365752
623	17.27365347
624	17.27364964
625	17.27364542
626	17.27364461
627	17.27362918
628	17.27356961
629	17.27356511
630	17.27356355
631	17.27356114
632	17.27355385
633	17.27354991
634	17.27354557
635	17.2735428
636	17.27353677
637	17.27353346
638	17.2735317
639	17.27351123
640	17.27349882
641	17.27349671
642	17.27344603
643	17.27343392
644	17.27343255
645	17.27343128
646	17.27343049
647	17.27340001
648	17.27336339
649	17.27331579
650	17.27329177
651	17.27329078
652	17.27328225
653	17.273257
654	17.27325592
655	17.27325258
656	17.27323943
657	17.2732322
658	17.2731983
659	17.2731921
660	17.2731829
661	17.27317227
662	17.27317134
663	17.27316398
664	17.2731589
665	17.2731517
666	17.27313656
667	17.27311106
668	17.27309356
669	17.2730251
670	17.27302276
671	17.27297282
672	17.2729576
673	17.2729392
674	17.27291142
675	17.27290092
676	17.27288328
677	17.27286393
678	17.27286168
679	17.27285933
680	17.2728551
681	17.27285335
682	17.27284996
683	17.27281198
684	17.27280694
685	17.27280275
686	17.27278959
687	17.27277872
688	17.27277823
689	17.27272801
690	17.27267596
691	17.27257951
692	17.27257562
693	17.27255553
694	17.27255251
695	17.27253228
696	17.27250303
697	17.27250041
698	17.27249778
699	17.27249296
700	17.27249028
701	17.27248247
702	17.27247999
703	17.27247592
704	17.27246618
705	17.27242334
706	17.2723826
707	17.27237539
708	17.27237256
709	17.27234959
710	17.27234662
711	17.27232746
712	17.27232574
713	17.27231975
714	17.27231836
715	17.27230404
716	17.27228497
717	17.27226467
718	17.27226319
719	17.27226135
720	17.27225633
721	17.27222312
722	17.27220154
723	17.27217038
724	17.2721643
725	17.27214967
726	17.27214546
727	17.272119
728	17.2721149
729	17.27210005
730	17.27209489
731	17.2720325
732	17.27203116
733	17.27201895
734	17.27201516
735	17.27201334
736	17.27200224
737	17.27198298
738	17.27196876
739	17.27196707
740	17.27195133
741	17.27194239
742	17.27194197
743	17.27193939
744	17.27193806
745	17.27193037
746	17.27188072
747	17.27187883
748	17.27187564
749	17.27187394
750	17.27187047
751	17.27186878
752	17.27186621
753	17.27183994
754	17.27183684
755	17.2718238
756	17.27182302
757	17.27176289
758	17.27171954
759	17.27169385
760	17.27167277
761	17.27163459
762	17.27163191
763	17.27159396
764	17.27158501
765	17.27157286
766	17.27153492
767	17.27153375
768	17.2715768	1769	17.27151631
770	17.27151472
771	17.27149141
772	17.27149116
773	17.271773	17774	17.271774	17775	17.271775	17776	17.271776	17777	17.271777	17778	17.271778	17779	17.271779	17780	17.2714501
781	17.27144635
782	17.2714782	1783	17.27141568
784	17.27140047
785	17.2785	17.2786	17.2786	17.2787	17.2787	17.2788	17.2788	17.2789	17.2713679
790	17.27136513
791	17.27135132
792	17.27134537
793	17.27133266
794	17.27131679
795	17.27130371
796	17.27130303
797	17.27129952
798	17.27127467
799	17.27127424
800	17.27127247
801	17.2712689
802	17.27126785
803	17.27122111
804	17.27119223
805	17.27118228
806	17.27118192
807	17.27118102
808	17.271164
809	17.27116127
810	17.27116055
811	17.27114298
812	17.27110368
813	17.2710908
814	17.27104599
815	17.27102461
816	17.27102188
817	17.27101872
818	17.27101796
819	17.27099825
820	17.27095722
821	17.27093601
822	17.27092481
823	17.2709239
824	17.27090161
825	17.27089392
826	17.2708925
827	17.27087178
828	17.27086609
829	17.27086446
830	17.27083348
831	17.27081881
832	17.27081629
833	17.27081538
834	17.27081485
835	17.2708052
836	17.27078899
837	17.27078555
838	17.27077588
839	17.27076805
840	17.27076621
841	17.27075093
842	17.27074166
843	17.2707352
844	17.27068385
845	17.27066736
846	17.27066299
847	17.27065792
848	17.27065389
849	17.2706228
850	17.2706221
851	17.27058288
852	17.27057624
853	17.27057552
854	17.2705747
855	17.27055107
856	17.27054377
857	17.27051831
858	17.27050956
859	17.27049893
860	17.27049457
861	17.27047842
862	17.27047073
863	17.27047049
864	17.27046717
865	17.27044764
866	17.27044557
867	17.27043001
868	17.27042614
869	17.27037883
870	17.27037845
871	17.27037466
872	17.27036038
873	17.27035788
874	17.27035674
875	17.27035368
876	17.27034156
877	17.27030841
878	17.2702618
879	17.27025509
880	17.2702486
881	17.2702343
882	17.27022725
883	17.2702241
884	17.27022295
885	17.27021991
886	17.27021284
887	17.27020713
888	17.27020528
889	17.27020323
890	17.27019464
891	17.27018191
892	17.27014077
893	17.2701398
894	17.27013897
895	17.27013816
896	17.27013721
897	17.27010539
898	17.27008989
899	17.27008968
900	17.27008843
901	17.27007214
902	17.27006921
903	17.27006914
904	17.27005417
905	17.27004777
906	17.27004654
907	17.27003788
908	17.2700369
909	17.27003669
910	17.27000582
911	17.27000175
912	17.27000126
913	17.26999745
914	17.26998648
915	17.26997519
916	17.26997291
917	17.26996973
918	17.26996749
919	17.26996716
920	17.26996532
921	17.26995667
922	17.26995024
923	17.26993649
924	17.26993586
925	17.26993122
926	17.26992988
927	17.26992647
928	17.26992583
929	17.26990611
930	17.26990204
931	17.2699018
932	17.2698871
933	17.26988146
934	17.26986833
935	17.26984399
936	17.26983061
937	17.26982613
938	17.26982589
939	17.26982562
940	17.26982523
941	17.26982121
942	17.2698103
943	17.2698092
944	17.26980384
945	17.26980101
946	17.26979992
947	17.26979662
948	17.26977088
949	17.26976858
950	17.26975991
951	17.26975934
952	17.26975907
953	17.26972397
954	17.26971636
955	17.26971636
956	17.26971561
957	17.26971255
958	17.26969909
959	17.26968978
960	17.26967811
961	17.26966929
962	17.26966769
963	17.26966544
964	17.26966099
965	17965	17.279966	17966	17.279967	17967	17.279968	17968	17.279969	17.2696234
970	17.970	17.27971	17.971	17.27972	17.26960936
973	17.26960869
974	17.26960551
975	17.26960275
976	17.26960044
977	17.26960022
978	17.26959726
979	17.26959154
980	17.26959028
981	17.26958064
982	17.26957408
983	17.26957284
984	17.26956309
985	17.26955439
986	17.26955422
987	17.2695468
988	17.2695466
989	17.26953317
990	17.26952575
991	17.2695102
992	17.26950781
993	17.26950712
994	17.26950395
995	17.26949167
996	17.26949146
997	17.26949058
998	17.26949009
999	17.26948925
947049
